,author_id,created_at_date,user_id,user_name,user_screen_name,user_location,user_url,id,text,retweet_count
3023,1470719947282255879,2022-05-11 18:12:10+00:00,1470719947282255879,Joanna Edwards,Thec0wnextd00r,"South East, England",,1524452318401470464,RT @drdenwalker: Study Found 80% of C0V!D Patients Were Vitam D Deficient. The study also found that ppl who had both C0V!D &amp; lower vitam D…,38
3024,2161787000,2022-05-11 18:12:10+00:00,2161787000,Wendy,autodog5150,,,1524452317252128768,"COVID-19 Vaccine Mandate for Students Delayed by Los Angeles School Board

https://t.co/pY2Dukhwog",0
3025,1513868565191012361,2022-05-11 18:12:09+00:00,1513868565191012361,Pierce ultra mega Quinn,PierceQuinn5,"Fort Collins, CO",,1524452316924895232,RT @GeneZiesel: EXCLUSIVE: House Republicans Demand Answers From CDC Over Reports It Tracked Location Data From Millions Of Americans Durin…,12
3026,773915947904172032,2022-05-11 18:12:09+00:00,773915947904172032,Tweety Bird,yellowbird70,,,1524452315893313538,RT @henryrodgersdc: EXCLUSIVE: House Republicans Demand Answers From CDC Over Reports They Tracked Location Data From Millions Of Americans…,49
3027,1432636361228517376,2022-05-11 18:12:08+00:00,1432636361228517376,Sifat Hasan,AzmiSifat,"Dhaka, Bangladesh",,1524452310336024577,RT @chemyhamza94: COVID-19 pandemic has long gone but the student visa crisis seems nowhere to be improved. Rather situation has worsened.…,23
3028,105088902,2022-05-11 18:12:05+00:00,105088902,Keflavik Airport,kefairport,Iceland,https://t.co/ffJOyxlugt,1524452296817475584,"@StanVerhoeven00 All Covid-19 measures at the Icelandic borders have now ended. No prevention measures are in place, regardless of whether people are vaccinated or unvacinated.  For more information please refer to 1/2",0
3029,723760542704373760,2022-05-11 18:12:04+00:00,723760542704373760,Sharon Brown,57teapot,,,1524452295269928963,RT @PierreKory: U.S Group Life Insurance Mortality Survey. P. 23 data on Q3 is terrifying. Am told Q4 looking the same. Some CEO's speaking…,1375
3030,968558731683356672,2022-05-11 18:12:04+00:00,968558731683356672,American,GreatestGen41,America,,1524452295148244995,RT @henryrodgersdc: EXCLUSIVE: House Republicans Demand Answers From CDC Over Reports They Tracked Location Data From Millions Of Americans…,49
3031,1241550179121213441,2022-05-11 18:12:01+00:00,1241550179121213441,janey,janey15408827,planet earth,,1524452282242420736,"@jmcrookston Maybe their brains are shrinking !

https://t.co/kETf2USJme",0
3032,1524435892827435009,2022-05-11 18:12:01+00:00,1524435892827435009,Sohanur Rahaman,Sohanur40752519,,,1524452279364947969,"RT @Muntasi23511500: COVID-19 pandemic has long gone, but the student visa crisis seems nowhere to be improved. Rather, the situation has w…",4
3033,888820378302201856,2022-05-11 18:11:58+00:00,888820378302201856,Fiona says #BlackLivesMatter,FionaIsMyReal,Seattle Grace Hospital,,1524452270271655936,"RT @moetkacik: Might as well also bring up this classy move: laying off 2,000 assembly plant workers with a couple day's notice last summer…",55
3034,864246955022667777,2022-05-11 18:11:56+00:00,864246955022667777,Matt Carlson,mattcarlson53,"Chicago, IL",,1524452260427804672,RT @jruff96: #WhiteSox postpone today’s game due to multiple positive COVID-19 tests within the #Guardians clubhouse. Pitcher Vince Velasqu…,15
3035,1308348141507407879,2022-05-11 18:11:53+00:00,1308348141507407879,Covid Stats,corona19_stats,,https://t.co/I1z1hbN1G2,1524452245974265856,"S. Korea 🇰🇷 COVID-19 current stats for Wed May 11 2022

Cases: 17,658,794
Deaths: 23,491
Recovered: 0
Active: 17,635,303
Tests: 15,804,065
Doses: 124,239,644

#covid_kr
https://t.co/fIiuKwQctK https://t.co/00lU93Nj3H",0
3036,3118446397,2022-05-11 18:11:52+00:00,3118446397,Jigar A Patel 🇮🇳,pateljigar47,"At: Alindra.Gujarat, india",,1524452244199854083,"RT @AmitShah: India’s strides in the field of technology and digitalisation is truly remarkable. During the COVID-19 pandemic, our technocr…",559
3037,2403738209,2022-05-11 18:11:48+00:00,2403738209,Kai Wang,KaiWang77716866,US,,1524452228467068928,"RT @LindseyGrahamSC: Former South Carolina Governor and current Executive Director of the World Food Programme, David Beasley, testifying n…",14
3038,921400462838042624,2022-05-11 18:11:48+00:00,921400462838042624,medRxiv,medrxivpreprint,"Cold Spring Harbor, NY",,1524452226311335937,The impact of side effect framing on COVID-19 booster vaccine intentions in an Australian sample  https://t.co/N6LTdbp94d #medRxiv,1
3039,227624062,2022-05-11 18:11:48+00:00,227624062,jackie hulford,jotianne,,,1524452225950568448,"RT @DrTeckKhong: COVID-19: Mandatory wearing of face masks in airports and on European flights 'no longer recommended' - Sky News 

Governm…",78
3040,156593609,2022-05-11 18:11:45+00:00,156593609,🌿 Capalu 🌿 Aka Untribium Agent132,capalutwit,Vrai Songe  Voie Lactée,,1524452213912973318,Geert Vanden Bossche Predictions on evolution Covid 19 pandemic [UPDATE May 2022] | Voice for Science and Solidarity https://t.co/Ef6md4jGaR,0
3041,40318587,2022-05-11 18:11:43+00:00,40318587,WGN Radio Sports,WGNRadioSports,"Chicago, IL",https://t.co/3iUDQ7tnjo,1524452207143309316,Guardians-White Sox game postponed by COVID-19 outbreak https://t.co/xGTZTCHjhj,0
3042,14259768,2022-05-11 18:11:43+00:00,14259768,Carmen Paun,carmenpaun,"Arlington, VA",https://t.co/VRwkcLxoI7,1524452205587275778,"""If you don't understand after 9/11 how important dealing with hunger and poverty and abuse of women is in this war, you have missed a lot,"" @LindseyGrahamSC  at hearing on additional funding for the global food security crisis and the Covid-19 response.",0
3043,2760351584,2022-05-11 18:11:43+00:00,2760351584,Lori Reynolds 1776 🚫💉 🇺🇸,ljr056,"New Jersey, USA",,1524452204622536705,RT @henryrodgersdc: EXCLUSIVE: House Republicans Demand Answers From CDC Over Reports They Tracked Location Data From Millions Of Americans…,49
3044,1408812304234291202,2022-05-11 18:11:43+00:00,1408812304234291202,Depression,SazzadH05185990,,,1524452204379525120,"RT @Muntasi23511500: COVID-19 pandemic has long gone, but the student visa crisis seems nowhere to be improved. Rather, the situation has w…",4
3045,1485598060143071238,2022-05-11 18:11:41+00:00,1485598060143071238,Why Angel Reese? Stan Account,Hottakes200,,,1524452196502360064,RT @espn: The Cleveland Guardians' game against the Chicago White Sox has been postponed because of multiple positive COVID-19 tests within…,42
3046,1524428012204269571,2022-05-11 18:11:37+00:00,1524428012204269571,josesimonbolivar2021,josesimonboliv5,,,1524452182724165633,RT @maduro_en: I share the video that shows the research process carried out by the team of Venezuelan scientists for the development of th…,275
3047,1432636361228517376,2022-05-11 18:11:37+00:00,1432636361228517376,Sifat Hasan,AzmiSifat,"Dhaka, Bangladesh",,1524452180820111360,"RT @NUSRATZ25047300: COVID-19 pandemic has long gone, but the student visa crisis seems nowhere to be improved. Rather, the situation has w…",42
